sentence,jo,label
"To explore the differences in hospice care for patients living at home versus people in assisted living, the researchers reviewed electronic medical records for 12 nonprofit hospice programs in New Mexico, California, Pennsylvania, Wisconsin, Michigan, Ohio, Florida, Texas, Kentucky, Kansas and Missouri.",,0
"Among the women with a past terminated pregnancy, 53 percent had miscarriages, 33 percent had abortions and another 14 percent didn’t have the type of termination specified in their records.",,0
"Fewer years of smoking were also linked to an increased risk of death from breast cancer, but the extra risk was so small that it might have been due to chance.",,0
"“It has been a long and uphill road to recovery for many of them.”   Depression, while common in the elderly, may be even more common among Vietnam veterans, particularly if they have PTSD and avoid many activities that might also make them happy such as having intimate relationships and friendships and enjoying leisure activities such as sports or going to the movies, he added.",,0
"“In terms of outcomes we saw survival with good brain function increase by 37 percent, which is a very remarkable result,” said Dr. Carolina Malta Hansen of the Duke Clinical Research Institute in Durham, North Carolina.",,0
"The study isn’t representative of the U.S. population, the researchers acknowledge.",,0
"“People will often ask me, ‘What should teachers be doing?’ Or, ‘What should schools be doing?” Pollak said.",,0
“Now we have to follow people who never had cardiac arrest.”,,0
"The exercisers underestimated by about 500 calories, the researchers found.",,0
"“If we continue to see these disparities, HIV infections will likely continue to grow,” he told Reuters Health by phone.",,0
The drugs can help prevent bone loss and also regrow bone to make fractures less likely.,,0
"Walking unaided, they averaged 985 meters (1,077 yards) and 14.5 minutes.",,0
“Previous studies pointed in the same direction .,,0
"The findings point to a potential benefit of exercise for enhancing the effectiveness of treatment with drugs, he said.",,0
" (Reuters Health) - People with tinnitus - a ringing or other “phantom” sounds in their ears - may benefit from a treatment that sends electromagnetic pulses into the brain, suggests a new study.",,0
"Cost may be one factor influencing who receives chemotherapy, with newer treatments running in excess of $25,000 compared with a few hundred dollars at most for older regimens.",,0
"Waist size indicates the degree of fat around the torso, which is linked with heart disease risk.",,0
"To study the effects of the project, she and her colleagues enrolled 40 patients, and 159 of their 163 wishes were implemented.",,0
"When An compared calorie and nutrient intake of restaurant food taken home to eat, he found there wasn’t much difference between eating fast food out or at home, but full-service restaurant meals consumed at home had about 80 fewer calories, slightly less fat and about 80 mg less sodium.",,0
Vaginal symptoms were less likely to affect other areas of daily life for women with a spouse or sexual partner.,,0
The studies were done between 1991 and 2015.,,0
"In the old system, generic IDs showed only the infant’s gender and last name, such as “babygirl Johnson.”    In the new system, launched in July 2013, the babies’ IDs also incorporated the mother’s first name, such as “Wendysgirl Johnson.”    During the first year of the new IDs, the retract and reorder rate was about 36 percent lower than it was during the last year under the old system.",,0
" (Reuters Health) - Outlawing “heading the ball” during soccer games may reduce the rate of concussions, but eliminating player-on-player contact would help more, suggests a new study.",,0
"This is most likely due to increased efforts to curb antipsychotic use among younger kids over concerns about side effects such as weight gain, high cholesterol and uncertainty about the long-term effects of the drugs on the developing nervous system, Olfson said by email.",,0
" (Reuters Health) - Elderly patients may be willing to let family members access their medical records and make decisions on their behalf, but they also want to retain granular control of their health information, a study suggests.",,0
“This complicated efforts to measure how often this mistreatment was occurring and to develop interventions to prevent its occurrence.”   The analysis reviewed childbirth experiences as reported in 65 earlier studies from 34 countries.,,0
"As cumulative dose of radiation exposure increased, so did the risk of dying from certain kinds of leukemia, the researchers found.",,0
"This is not surprising, as research has shown that blood pressure goes up for men who drink more than guidelines recommend, according to Turner.",,0
"Patients who aren’t well educated may struggle to spot complications and also be less likely to continue with routine checkups, said Dr. Frank Strietzel, an oral health researcher at Charity Medical University Berlin.",,0
" (Reuters Health) - Middle-aged and older adults with torn cartilage or painful arthritis in their knee are not likely to benefit from so-called arthroscopic surgery, and could be harmed by it, a review of past studies suggests.",,0
Half lived in affected counties and half in counties that were unaffected.,,0
"“The highest risk is certainly in the first year of service,” Ursano told Reuters Health.",,0
Is it infections?,,0
"While the study highlights the need to ensure that current playing rules are enforced to minimize the risk of concussions and other injuries, the findings aren’t enough to support changing rules or modifying requirements for protective gear, Gardner said by email.",,0
"“The link between menopausal symptoms and poor wellbeing has been the most consistent among samples of women with severe symptoms or other clinical problems.”   Women with severe symptoms may take hormones for effective short term relief, but many women are reluctant to do so because of side effects including a higher risk of breast cancer, heart disease, stroke and blood clots, Elavsky said.",,0
"“A nationwide ban would go a long way toward curbing this dangerous, potentially deadly behavior, and The Skin Cancer Foundation supports anti-tanning legislation at both the state and federal levels,” said Dr. Deborah S. Sarnoff, senior vice-president of the foundation.",,0
"“We’re seeing a drop off of its (solo) use.”   With more men choosing surveillance for their prostate cancer, the researchers hope it will reopen the discussion on screening to measure blood levels of prostate-specific antigen (PSA), which are often high in men with prostate cancer.",,0
"REUTERS/Mario Anzuoni      These adults, mostly in their 20s, see access to preventive or primary care as the biggest advantage of insurance, and the financial strain of paying for coverage as the main disadvantage, the study found.",,0
"While consensual sexual relationships between men were already illegal in Nigeria, the Same-Sex Marriage Prohibition Act, signed into law in January 2014, prohibited participation in organizations supporting gay people or attempts at any kind of civil same-sex relationship.",,0
"Three people in the RYGB group and one person in the LAGB group had their diabetes disappear entirely, which did not occur for anyone in the lifestyle group.",,0
"To identify where interventions should focus, the researchers took note of potentially modifiable factors that were present in the youngsters in 2004 - including externalizing behaviors such as hostility and aggression, internalizing behaviors like depression and anxiety, community acceptance, social behaviors, school participation, and social support.",,0
"“Not only has the ACA helped increase the number of people with comprehensive, affordable health coverage, but it requires many plans to cover essential health benefits that include mental health and substance use disorder services including behavioral health treatment and preventive services (e.g., substance abuse screening) without cost sharing,” Crowley said.",,0
More than half of the women planning pregnancy showed low knowledge of obesity risks in their survey answers.,,0
" (Reuters Health) - People with type 1 diabetes must control their blood sugar with insulin, but getting it automatically from an implanted pump may also help to stave off death from heart disease, according to a large Scandinavian study.",,0
"however, the evidence does indicate that advice does impact change.”   Steinberg said he thought healthcare providers probably smoked less in the U.S. than in other parts of the world, but that there is probably “also a lack of knowledge regarding the full extent to which tobacco causes disease among U.S. health care students.”   The 2014 Surgeon General’s Report on Tobacco and Health identifies new causal links between tobacco and such diseases as diabetes and colon cancer – links that many health professionals may be unaware of, Steinberg pointed out.",,0
"Other available treatments, like antihistamines and nasal or oral corticosteroids, are effective in controlling most symptoms, Di Bona said.",,0
"“Appropriate antibiotic prescribing may be a particular challenge in the nursing home, though, because histories are difficult to obtain from patients with cognitive impairment, elderly patients often have infection with atypical symptoms such as absence of fever, and there is less access to on-site doctors and laboratory testing,” Daneman told Reuters Health by email.",,0
"REUTERS/Shannon Stapleton      Researchers compared data on more than 2 million U.S. women to a group of about 1,650 of their peers in Germany, where almost three-fourths of first-time mothers started pregnancy at a healthy weight and only 27 percent exceeded weight gain recommendations.",,0
We never really recognized how deep this behavior was.,,0
"“This is worrisome because we don’t know how safely these are being used if unsupervised.”   In addition, “it is unclear if legislation regarding age limits is enforced at these locations,” Linos, who was not part of the new study, told Reuters Health by email.",,0
She also said doctors treating women with PTSD should take note of their cardiovascular risk factors.,,0
"Australia, faced with increased gun deaths, made it mandatory to turn in guns in 1996, and since then gun deaths have plummeted, she said.",,0
"“Most clinicians or surgeons feel like if you take the time to do a big operation on someone, you know the area operated on, how the operations went, if there were complications,” lead author Dr. Benjamin S. Brooke of the University of Utah School of Medicine in Salt Lake City told Reuters Health by phone.",,0
"Although the death toll has steadily declined over the past 30 years due to prevention and treatment measures, heart disease is still the leading cause of death in the U.S., causing one in every four deaths, or 610,000 deaths each year, according to the Centers for Disease Control and Prevention.",,0
"“The health care provider has to tell the patient that they don’t meet the criteria for diabetes but they aren’t quite out of the woods, which can be a challenging concept to get across,” Rosella, who wasn’t involved in the study, said by email.",,0
"By age 50, 135 of the participants had left ventricle dysfunction, in which the heart was markedly weaker at pumping blood to the body, during beats or between beats.",,0
"“Our findings confirm socioeconomic inequalities in prescription of anticoagulants,” lead study author Maria Sjolander, a researcher in statistics and pharmacology at Umea University, said by email.",,0
" (Reuters Health) - For pregnant women with type 1 diabetes, good control of blood sugar might make a difference in how well their child does in school years later, according to new research from Denmark.",,0
"They were also taking a drug called metformin, which helps to control blood sugar.",,0
"“I think you can never say too often what the authors were saying,” said Dr. Laura Bachrach, a pediatric endocrinologist at Stanford University Medical School in California.",,0
"These good fats are found in fish such as salmon, trout and herring, as well as in avocados, olives, walnuts and liquid vegetable oils such as soybean, corn, safflower, canola, olive and sunflower.",,0
"Also, any benefits of marijuana or cannabis use must be weighed against the risk of side effects, which include dizziness, dry mouth, nausea, sleepiness and euphoria, according to the study’s lead author.",,0
"In addition, they should look for the SPF, which stands for “sunscreen protection factor” and measures the effectiveness of the product at protecting against UV rays.",,0
"But surgery might be recommended for people who are more than 100 pounds heavier than their ideal body weight or who have weight-related medical problems like diabetes, particularly if they haven’t been able to achieve a healthy weight by dieting.",,0
The disease worsens with age and makes it more and more difficult to breathe.,,0
"After 18, the researchers examined high school and college completion, occupation, social class, unemployment and public assistance or welfare benefits.",,0
"Instead of restricting access, she said parents should encourage the safe use of social media.",,0
Being uninsured and having gradual symptom onset were the factors most strongly associated with a longer delay.,,0
" (Reuters Health) - When a family member has celiac disease, Mayo Clinic researchers recommend parents, siblings and children also be tested, after a new study suggests first-degree relatives frequently have the condition, too - often without typical symptoms.",,0
"“It’s a big deal to have sufficient enough quantities to stimulate muscle growth,” he added.",,0
"“Poverty undeniably is a context that is not good for children and families, and there are many potential sources of stress for low income children,” said J.J. Cutuli, who studies resilience in development at Rutgers University-Camden in New Jersey.",,0
"In other cases, patients don’t mention their pain because they attribute it to “just getting older,” she said.",,0
"While the risk of having a premature baby was stronger for both teen mothers and women 35 and older, the adolescents were also more likely than 20-somethings to have toddlers with stunted growth and children who become high school dropouts, the study found.",,0
"The U.S. Environmental Protection Agency lists DDT as a probable carcinogen, but previous research has been mixed about the link to breast cancer.",,0
"The Fitbit One clips to a waistband, bra or can be kept in a pocket.",,0
"“Unless you are being paid professionally to get back on the field of play, waiting to ensure that strength, motion, balance and stability, movement mechanics, lower extremity power, confidence and psychological approach are all optimized is the best strategy,” Bien, who wasn’t involved in the study, said by email.",,0
"For 13 releases, none of the statements matched what was said in the complete response letter.",,0
"Over the same time period, current smokers were twice as likely to die from any cause, compared to never-smokers, and former heavy smokers were about 26 percent more likely than never-smokers to die.",,0
The researchers used census data to assess the racial makeup and income levels in each community.,,0
"The results are “good news because we think that only a one- or two-week course of antibiotics can prevent gastric cancer,” lead study author Dr. Il Ju Choi of the National Cancer Center in Goyang, South Korea, told Reuters Health in an email.",,0
"Yet employees in administrative and professional/managerial occupations often sit for more than three-quarters of their total time at work, the study authors note.",,0
"The knee osteoarthritis patients were significantly older than their healthy peers, reported higher levels of pain and depression, and were more likely to be overweight.",,0
"While the new study generally did not show fewer complications in the diet and exercise group, Dr. Loralei Thornburg told Reuters Health that it’s good that there was no increase in complications.",,0
These so-called estrogen receptor-positive and progesterone receptor-positive breast cancers are the most common forms of the disease.,,0
"We do not know whether children habitually bullied at age 13 continue to be bullied in their late teens, though some evidence suggests that peer victimization decreases with age, Bowes said.",,0
Skipping the helmet was also more likely among black and minority children.,,0
"For the last, a speaking source, like a teacher, speaks into a microphone, which transmits sound by FM signal to the earbud.",,0
"Since these apartments were not located on the college campus, the universities likely have no say in their amenities, according to Lisa Quale, a senior health educator at the Skin Cancer Institute at the University of Arizona Cancer Center in Tucson.",,0
" (Reuters Health) - Constant stress on the job doesn’t necessarily lead people to pack on the pounds, an analysis of obesity research suggests.",,0
The researchers checked the records to see whether people in the study had told their doctors about short-term memory loss.,,0
"“If patients are on a diuretic, they can discuss the risk of high uric acid levels with their physician and see if a different blood pressure medication may be better for them.”",,0
" People who swim in warm freshwater lakes, ponds and hot springs should do their best to avoid getting water up their nose because it could transmit a deadly parasite, a U.S. case report suggests.",,0
"“In my experience, individuals with moderate and severe alcohol use disorders would generally meet the colloquial definition of alcoholism, MacKillop said by email.",,0
"Also, the authors found, young age at first sexual experience with another male was tied to an increased risk of becoming HIV-positive, compared to a first encounter at an older age.",,0
"Culture comes into play, however, when women assess the severity of symptoms, she said.",,0
“Noise that is not produced cannot have effects.”,,0
"PCOS affects between 5 and 10 percent of fertile-age women, according to the U.S. National Institute of Child Health and Human Development.",,0
"“After that, you can maintain the benefits with lighter, less intensive exercise.”   Each year, one in three adults over age 65 experience a fall, the leading cause of fatal and nonfatal injuries among the elderly, according to the U.S. Centers for Disease Control and Prevention.",,0
"A Nepalese drug addict smokes a cigarette at the Saarathi Nepal after having his daily Methadone Maintenance Treatment in Kathmandu June 25, 2011.",,0
" (Reuters Health) - Many patients who survive a heart attack don’t consistently take medications prescribed to prevent it from happening again, a large U.S. study suggests.",,0
"At the beginning, more than 40 percent of women reported moderate to severe hot flashes, which had reduced in all groups six months into the study, though symptoms decreased more in the o-CEE and t-E2 groups compared to the placebo group.",,0
"“Parents of all socioeconomic statuses do a bit of cost benefit analysis when they decide whether and how much to participate in well-baby care,” said Hamman, who wasn’t involved in the study.",,0
" (Reuters Health) - Men with prostate cancer who eat a so-called Western diet heavy in red meat, cheese and sugary treats may be more likely to die of their disease than those who consume mostly plants, whole grains and fish, a U.S. study suggests.",,0
"In addition, being more aggressive about tissue removal did not affect the way patients regarded the cosmetic outcome, they found.",,0
"The most effective way to treat it is to wear a CPAP (continuous positive airway pressure) mask at night, with a constant flow of breathable air keeping the upper airways open.",,0
"“Some effects of obesity, like inflammation, might not be completely reversible, but that doesn’t mean we shouldn’t get people to lose weight.”   Sanders has received lecture fees or research funds from several companies that make drugs or devices to treat heart rhythm disorders, or served on company advisory boards.",,0
"The difference may have been due to chance, however.",,0
"Worldwide, breast cancer is the most common malignancy in women.",,0
"For the new study, Renjie Chen and Ang Zhao of Fudan University in Shanghai and colleagues had 35 healthy college students in Shanghai randomly use real or fake air purifiers in their dorm rooms for 48 hours.",,0
"But among the almost four percent of women who developed gestational diabetes during their first pregnancy, those who had a girl had a 7 percent greater risk of developing type 2 diabetes compared to those who had boys.",,0
" (Reuters Health) - Gruesome photographs on cigarette packages may deliver more effective anti-smoking messages than words, a new analysis finds.",,0
"When researchers looked at data based on the type of breast cancer tumors, they found family history made no difference in symptom-free survival whether or not women had tumors that grow in response to the hormone estrogen.",,0
"When men who were inactive in the 1970s later increased their activity, their risk of death was 44 percent lower than their peers who remained consistently inactive.",,0
"During the study period, about half of the smokers managed to quit.",,0
"“So far, when looking at older populations, there are too few single dads to examine this question,” she said.",,0
Barnes and colleagues reviewed neurological test results from a large U.S. database of Alzheimer’s patients to see whether the early symptoms people reported differed by age.,,0
"“They are starting to converge to support the general notion that about one in every five women in college is going to experience sexual assault.”   For the new study, the researchers recruited first-year women aged 18 to 21 years old with the help of mailings, flyers, word of mouth and existing research pools.",,0
"While the procedure can relieve pain and prevent heart attacks in some patients, it doesn’t benefit everybody and it also carries risks such as infections, damage to blood vessels or a ruptured artery that requires open-heart surgery to repair.",,0
"Babies born addicted to pain killers suffer from a number of debilitating health problems ranging from respiratory distress to insomnia, making their care difficult for mothers and hospitals.",,0
"“I’m saying ‘may’ because we don’t know,” Tishler told Reuters Health by phone.",,0
"In addition, brain scans in the study participants with mild cognitive impairment showed that the retired athletes in this subgroup had significantly smaller volume in the left hippocampus, a region of the brain involved in memory.",,0
"“This increases the risk of (active influenza virus) transmission, and hinders the eradication of healthcare-acquired infections.”   Researchers did a series of lab tests and computer simulations to examine how much active influenza A virus remained after exposure both to an ethanol-based disinfectant sanitizer and handwashing with an antiseptic cleanser.",,0
And researchers didn’t examine crime exposure at the individual level to see if experiencing violence had a different impact on blood pressure than simply living in a high-crime or low-crime area.,,0
“And none of the papers they reviewed gave a level of evidence.,,0
"Without a perfect way to guarantee weight loss, clinicians should regularly assess obese patients to see if they’re ready to consider a weight-loss program, he said.",,0
Those at risk for diabetes also completed a 16-item questionnaire on how many and what types of meals they ate daily and were offered lifestyle counseling.,,0
"Stigma is common in these settings, Roth told Reuters Health by email.",,0
"Soon after developing depression, participants had a slightly higher risk of stroke, though the increase might be due only to chance.",,0
But “activity-limiting worry” about falls was about 30 percent more common among cane users.,,0
"Men were excluded from the analysis if they had a history of heart attack, stroke or cancer at any point during the study period, or if they reported having elevated cholesterol or triglycerides during clinic visits.",,0
"For the no-nap trials, people with restricted sleep had a higher core temperature during the afternoon walking period.",,0
All 110 settlements with nondisclosure clauses prohibited disclosure of the settlement amount and terms of the deal.,,0
They also reported more difficulty studying and taking class notes.,,0
"While the CDC says only about 4 percent of U.S. men are gay or bisexual, they represent about two-thirds of the country’s new infections.",,0
"“The food industry makes a tremendous effort to come up with things that the public will think are healthy and not fattening,” but the IWG standards are unreasonable, he said.",,0
"Dr. Steven Rauch, medical director at the Massachusetts Eye and Ear Infirmary in Boston, praised the study’s “really solid” methodology, but noted that “the incidence of sudden hearing loss in all of their study is five to ten times higher than has ever been reported in Western Europe or the United States.”    And, the difference in risk between the two study groups (4 people per 10,000 per year) was really quite small, said Rauch, who wasn’t involved in the study.",,0
The group included 3131 people who quit smoking and remained abstinent for at least a year.,,0
"“Also, the use of computers, laptops and tablets have increased in recent years and this may increase the time sitting with a protruded head posture,” he said, adding that shoulder strengthening exercises had helped to reduce neck pain in previous studies.",,0
"Those changes could translate to a 25% reduction in the 10-year risk for heart attack, stroke or other cardiovascular problems in a population particularly prone to heart disease, the researchers calculate.",,0
"“The reason for higher risk of stroke in vegetarians is less clear, but some recent evidence has suggested that while low cholesterol levels (are) protective against both heart disease and ischemic stroke, very low cholesterol levels might be linked to a higher risk of hemorrhagic stroke, the subtype that was found to be higher in the vegetarians,” Tong said by email.",,0
Participants filled out a 20-point food frequency questionnaire at the beginning of the trials and completed a mini-mental state exam at least twice during their respective trials.,,0
Using a shopping list was also associated with having a BMI about one point lower compared to people who didn’t use lists.,,0
"But one in five called a healthcare hotline first, and another 14 percent either called their primary care provider before the emergency services or went directly to the emergency room themselves.",,0
"The main goal of the study was to see which treatment alternative was most effective at helping to lower hemoglobin A1c, a protein in red blood cells that gets coated with sugar over time, making it a gauge of average blood sugar levels in the past few months.",,0
" (Reuters Health) - Middle and high school students exposed to tobacco coupons were more likely to find smoking “cool” and less likely to feel confident in quitting if they already smoked, according to recent U.S. survey data.",,0
"One possibility is that some kids may be viewed as “gender variant” by their peers, but there could be a number of reasons.",,0
"Dr. Amy Kelley of the Icahn School of Medicine at Mount Sinai in New York City, who has studied hospice costs but was not involved in this analysis, said the new paper comes in the wake of “huge growth in hospice in nursing home settings over the last decade.”   She said the study suggests a greater need for palliative care in nursing homes, with hospice being called in closer to the end of life.",,0
"While most people exposed to abuse or trauma recover naturally with time, the study does offer fresh insight into one factor that might contribute to their long-term mental health, said Kaysen, who wasn’t involved in the study.",,0
"“Teens are at the stage of exploring new things and want to be recognized by their peers.”   “How to supervise them is an art,” she added.",,0
Most were white.,,0
"If they weren’t in the accident, they may instead buy a diamond ring, which would likely benefit another country’s economy.",,0
"Even though diabetes care guidelines recommend a less aggressive approach to controlling blood sugar when individuals have a limited life expectancy, many hospice patients continue their blood sugar testing and diabetes medications.",,0
Zarogoulidis is with the pulmonary oncology unit at Aristotle University of Thessaloniki in Greece.,,0
"There is also evidence that heavier weight, taller height and hip range of motion are not associated with groin injury, although a small number of studies have found a connection.",,0
"“The good news of the trial is that mindfulness-based cognitive therapy may be a viable alternative to antidepressant medication as a long-term treatment strategy,” Stephan Hofmann, director of the Social Anxiety Program at the Center for Anxiety and Related Disorders at Boston University, said by email.",,0
"But Gustafson, a neurology researcher at the State University of New York – Downstate Medical Center in New York City, pointed out that one flaw in the study is that many participants were already past middle age when the baseline BMI measurements were taken.",,0
"For those without these risk factors, the ACP recommends screening for abnormal cells, called cytology, with a cervical scrape (Pap smear) every three years starting at age 21.",,0
"Researchers also lacked data on the type of helmets cyclists wore, which might also impact the severity of injuries, how long they stayed in the hospital, and whether they ultimately survived.",,0
"“Heart failure is a complicated condition,” said lead author Dr. Candace D. McNaughton of Vanderbilt University in Nashville, Tennessee.",,0
"“The findings suggest an explanation of how, mechanistically, sugar may positively reinforce its habitual consumption in people experiencing chronic stress,” Laugero said by email.",,0
" (Reuters Health) – - American physicians remained more likely to donate to Democrats in the 2014 midterm elections even as voters passed control of Congress to the Republican party, a study finds.",,0
"“Varying recommendations from medical organizations may contribute to women and their doctors following differing recommendations,” Bibbins-Domingo said.",,0
"The pharmacies also offered prenatal breastfeeding workshops in 2013, but discontinued these because only one or two women attended each session.",,0
“Most commercial and private fitness facilities are in the early stages of access.,,0
"Corticosteroids are man-made drugs designed to mimic the hormone cortisol, which the adrenal glands produce naturally.",,0
"Also, older people and racial minorities are less likely to be included in trials of new cancer treatments, the researchers point out.",,0
"The Nawrot team found the black carbon (BC) particles on both sides of the placentas, regardless of whether the baby was born early.",,0
There was no difference in cesarean section rates between the two groups.,,0
Past studies have estimated rates at anywhere from 0.3 percent of pregnancies in Sweden to almost 11 percent in China.,,0
The kids attended childcare an average of three days per week.,,0
"Overall, 15 percent of respondents said their hospital had a list of LGBT-competent doctors.",,0
"For example, among high-risk five year olds, ASD developed in 23 of 269 who weren’t vaccinated (8.6 percent), compared to 30 of 796 (3.8 percent) who received two doses of the MMR vaccine.",,0
Deal cautioned that the hearing aids may not directly protect against cognitive decline.,,0
Tendons are thick cords that connect muscles to the bones.,,0
"“Alcohol placements in movies are subject only to internal self-regulatory guidelines of the industry, guidelines which are inadequate to protect children.”   Movies ought to be certified for alcohol exposure as they are for violence so that kids and parents can make informed decisions about movie viewing, and parents should discuss with their kids the pros and cons of alcohol use and provide appropriate education and, if necessary restriction, Waylen said.",,0
"And those knowledge gains seemed to last at least six months after the school program ended, according to four of the trials.",,0
"“It is not a bad idea to bring ear plugs and an eye mask if you have to stay overnight in an ER,” Prendiville said.",,0
"Gupta and colleagues analyzed data collected in 2011-2016 as part of the National Health and Nutrition Examination Survey, from participants who said they had visited a dental clinic in the previous two years.",,0
"After about six years, the researchers found 270 prostate cancer cases among the African American men and 1,453 among white men.",,0
Babies born more prematurely tended to receive more medications.,,0
"Researchers reviewed the medical histories of almost 2,500 people ages 55 to 90 who were enrolled in a previous Alzheimer’s disease study and reevaluated every six months.",,0
"“So while statistically significant, in terms of fracture risk, it isn’t much,” Diemer, who wasn’t involved in the study, told Reuters Health.",,0
"Men who have the highest PSA levels at age 60 are about 20 times more likely to die from the disease than men with the lowest amounts of this protein, and almost all deaths by age 85 occur in this group of men with the biggest risk.",,0
"The researchers note that as older kids and teenagers grow and become more independent, a certain decline in time spent with parents is normal.",,0
"“No matter whether we found this or not, the overall advice to pregnant women is go see doctor, check your blood sugar, make sure it’s normal,” Xiang said.",,0
"It would really be a disservice to the population at risk to not give them their second chance to know and prevent diabetes until we can prove that we are not helping but actually harming them by early intervention, which will be impossible in my opinion.”    The study was funded by the Agency for Healthcare Research and Quality and done in consultation with the U.S. Preventive Services Task Force.",,0
Researchers from Israel think it might be possible.,,0
"Because of an Hib vaccine shortage from 2007 to 2009, the researchers excluded that one from the study.",,0
Most kids woke a few times per week or less.,,0
"Participants stood at an intersection on a virtual two-way street with sidewalks, enhanced by traffic sounds that got louder as cars approached.",,0
"Dodson said mentoring and other volunteering could help young adults, and that doctors could screen for sense of mission as part of a sexual risk assessment.",,0
"Even so, the findings suggest that the new method could be used to help cool down overheated athletes, particularly as a treatment started in the field and continued by paramedics on the way to the hospital, Lipman said by email.",,0
"Except for smoking, the researchers note, the dog owners were more likely to engage in heart-healthy behaviors, including exercising and eating a healthy diet, and were more likely to have ideal blood sugar levels.",,0
"They found that the greatest distance at which the transceiver could accurately detect the location of a transmitting beacon was 30 meters (about 100 feet), but the search range was reduced to just 5 meters (16 feet) when the beacon was placed within 30 centimeters (about 12 inches) of an iPhone 4, an iPhone 5 or an insulin pump, the Animas Vibe.",,0
Nursing home staff recorded 254 falls on regular flooring and 77 on impact absorbing flooring.,,0
"“Fix-it might be a great model for appendicitis but it’s not a good model for patients who need major surgery and have multiple chronic conditions,” she said.",,0
Fathers of disabled children did not differ from fathers of non-disabled children in memory skills as they aged.,,0
"“It has many strengths and corroborates with other observations that having a direction and purpose in life may be beneficial,” Biller, who wasn’t involved in the new study, told Reuters Health in an interview.",,0
"“As an example, it would have little use to install a basketball court in a neighborhood where the children are generally of younger age,” he said.",,0
It performed about 50 percent better than a placebo.,,0
"A tradition pancake breakfast in Calgary, Alberta, July 7, 2012.",,0
"“We don’t know if that would result in exploitation or undue inducement.”    “We have a responsibility to living donors,” Salomon said.",,0
"In their recent study, the researchers tested the DNA of 102 samples sold in 2012 as human milk, for $1 to $2 per ounce.",,0
"A year after surgery, more than half the people had died.",,0
Levels of the fatty acid remained elevated longer among those taking 50 mL.,,0
The 224 women included in the new analysis were between 65 and 75 and lived in the Melbourne area.,,0
"In general, more athletes in endurance events like triathlon, pentathlon or cycling had asthma than those in nonendurance sports like fencing, volleyball or table tennis, the authors note.",,0
"“With laparoscopic surgery, the short-term outcomes are better.",,0
"On average, participants were about 54 years old.",,0
"The men in the study were also not that active, noted Dr. Joan Khoo, chief of endocrinology at Changi General Hospital in Singapore, in an email.",,0
"After 20 years of practice, surgeons removing the thyroid were more likely than others to cause recurrent laryngeal nerve palsy and hypoparathyroidism, which are serious complications, he said.",,0
"“If you drink tea once or twice a day, it probably wouldn’t exceed what is the normal range for Americans.",,0
" (Reuters Health) - - Obese children may have taste buds that are less able to detect fats than those of leaner kids, a factor that could contribute to excessive eating, a small study suggests.",,0
"After three months, the virus had become undetectable in about 77 percent of teens who were joined at clinic visits by a parent or guardian, compared with about 57 percent of adolescents who came to the clinic without a parent or guardian.",,0
"Another 9,482 women, or 19%, had been exposed to trauma but didn’t report any PTSD symptoms.",,0
The average hospital stay was three days.,,0
"“Ophthalmologists should embrace their responsibility to help reduce suicidality and prevent suicides in patients with low visual acuity by encouraging them to seek psychiatric care, especially in those patients who perceive severe stress because of their ocular disease,” the authors wrote.",,0
"“Engaging in sports and exercise can have a very significant impact on their self-esteem.”   Davis directs a research project for the Department of Defense on improving function and quality of life in soldiers who have lost limbs or had them mangled in blast injuries and has worked in spinal cord rehabilitation, seeing the benefits of wheel chair basketball for this population,   “They began to dress like athletes and they definitely carried themselves differently – with an air of confidence,” said Davis, who also directs the Spaulding National Running Center in Cambridge.",,0
“The rest of the world should follow Australia’s bold steps toward the tobacco endgame.”,,0
"“Measures of protection have been implemented, and it is important that all workers follow the guidelines to minimize exposure to these chemicals.”",,0
"“The findings of our study suggest that schools should strongly enforce a no-use policy through clear communication to students of expectations and consequences of rule violations and vigorous monitoring of school grounds,” Evans-Whipp said.",,0
The authors wanted to see if the negative effects of widowhood on psychological and physical health had changed over time.,,0
"The data were judged to be of low quality, and the benefits were only seen among the children who were evaluated in both of the studies, so the results could have something to do factors unique to those kids.",,0
"To decrease the chances of falling, diabetics need to have good vision or good control of ankle movements, strong hips, good reflexes, and avoid distractions while moving, said Richardson, who wasn’t involved in the study.",,0
"Phillips said he made physical exercise a part of his regular discussions with diabetic patients, suggesting they increase their activity by even small increments.",,0
"The children, who were between the ages of seven and 16, had been forensically evaluated to determine that physical abuse had occurred.",,0
"For the next two weeks, they completed online questionnaires first thing in the morning about their quality and quantity of sleep during the night and their sexual activity over the previous 24 hours.",,0
"Injury rates were 87% higher during players’ first match after an injury than they were for typical matches during the season, the study found.",,0
"For the study, a trained specialist moderated small 90-minute focus groups in 2012, asking open-ended questions.",,0
The women were diagnosed with breast cancer between 2010 and 2011.,,0
"Dr. Martha G. Welch, a psychiatrist at Columbia University Medical Center in New York, said her own research had also shown that preemies’ problems can “weigh heavily on families.”   “This is an important observational study by an excellent research group demonstrating for the first time the long-term risks for parents of preterm infants,” Welch told Reuters Health by email.",,0
"The extent of negative bias toward overweight individuals may be greater than previously assumed, the authors say.",,0
"Other reasons included an increase in workload, patients’ lack of knowledge, concerns about legal problems and concern that their authority would be undermined.",,0
